ate = 0.011636
1305031100.155900 -0.004858 0.066132 0.321590
1305031100.165900 -0.005082 0.065177 0.317188
1305031100.175900 -0.005214 0.064157 0.312870
1305031100.185900 -0.005336 0.063120 0.308412
1305031100.195900 -0.005366 0.061940 0.303977
1305031100.206000 -0.005378 0.060806 0.299323
1305031100.215900 -0.005383 0.059813 0.294655
1305031100.225900 -0.005413 0.058633 0.290219
1305031100.235900 -0.005301 0.057683 0.285340
1305031100.245900 -0.005315 0.056628 0.280749
1305031100.255900 -0.005311 0.055619 0.275941
1305031100.265900 -0.005348 0.054376 0.271582
1305031100.275900 -0.005144 0.053282 0.266725
1305031100.285900 -0.005058 0.052223 0.262142
1305031100.295900 -0.004947 0.051351 0.257325
1305031100.306000 -0.004853 0.050354 0.252664
1305031100.315900 -0.004764 0.049139 0.247955
1305031100.325900 -0.004666 0.047909 0.243105
1305031100.335900 -0.004262 0.046807 0.238263
1305031100.345900 -0.004298 0.045486 0.233842
1305031100.355900 -0.003952 0.044623 0.228541
1305031100.365800 -0.003874 0.043501 0.224035
1305031100.375900 -0.003446 0.042587 0.218960
1305031100.385900 -0.003233 0.041556 0.214025
1305031100.395900 -0.003121 0.040606 0.209146
1305031100.405900 -0.002899 0.039560 0.204071
1305031100.415900 -0.002603 0.038399 0.199298
1305031100.425900 -0.002400 0.037383 0.194504
1305031100.435900 -0.002303 0.036231 0.189717
1305031100.446000 -0.002182 0.035266 0.184698
1305031100.455800 -0.001868 0.034153 0.179708
1305031100.465800 -0.001864 0.033144 0.174899
1305031100.475900 -0.001776 0.032007 0.170253
1305031100.485800 -0.001784 0.030640 0.165411
1305031100.495800 -0.001695 0.029425 0.160702
1305031100.505900 -0.001275 0.028448 0.155704
1305031100.515800 -0.001287 0.027315 0.151051
1305031100.525900 -0.001310 0.026275 0.146600
1305031100.535900 -0.001104 0.025103 0.141680
1305031100.545900 -0.001034 0.023918 0.137252
1305031100.555800 -0.001163 0.022742 0.132809
1305031100.565800 -0.001074 0.021526 0.128100
1305031100.575800 -0.000997 0.020482 0.123656
1305031100.585900 -0.000938 0.019391 0.119431
1305031100.595900 -0.000760 0.018265 0.114932
1305031100.605900 -0.000767 0.017350 0.110326
1305031100.615900 -0.000626 0.016208 0.106325
1305031100.625900 -0.000865 0.015128 0.102078
1305031100.635900 -0.000722 0.013907 0.098015
1305031100.645900 -0.000706 0.012659 0.094303
1305031100.655900 -0.000550 0.011720 0.090210
1305031100.665900 -0.000526 0.010534 0.086420
1305031100.675900 -0.000469 0.009598 0.082320
1305031100.685800 -0.000448 0.008568 0.078655
1305031100.695800 -0.000219 0.007593 0.074928
1305031100.705800 -0.000108 0.006574 0.071411
1305031100.715900 0.000032 0.005509 0.067473
1305031100.725900 0.000135 0.004506 0.064096
1305031100.735800 0.000369 0.003749 0.060416
1305031100.746000 0.000375 0.003046 0.057142
1305031100.755900 0.000582 0.002257 0.053821
1305031100.765800 0.000765 0.001280 0.050731
1305031100.775800 0.000771 0.000577 0.047458
1305031100.785800 0.000761 -0.000251 0.044340
1305031100.795800 0.001091 -0.000779 0.040855
1305031100.805900 0.001393 -0.001338 0.037728
1305031100.815800 0.001247 -0.002179 0.035101
1305031100.825800 0.001323 -0.002762 0.032318
1305031100.835900 0.001626 -0.003321 0.029192
1305031100.845900 0.001718 -0.003779 0.026254
1305031100.855900 0.002133 -0.004062 0.023105
1305031100.865800 0.001998 -0.004466 0.020573
1305031100.875800 0.001974 -0.005045 0.017783
1305031100.885900 0.002290 -0.005323 0.014627
1305031100.895800 0.002257 -0.005888 0.011977
1305031100.905900 0.002139 -0.006245 0.009228
1305031100.915800 0.002114 -0.006746 0.006501
1305031100.925900 0.002203 -0.007048 0.003688
1305031100.935900 0.002292 -0.007351 0.000875
1305031100.945900 0.002165 -0.007693 -0.001734
1305031100.955900 0.002386 -0.007748 -0.004849
1305031100.965900 0.002431 -0.008130 -0.007086
1305031100.975900 0.002411 -0.008413 -0.009765
1305031100.986000 0.002355 -0.008713 -0.011947
1305031100.995900 0.002457 -0.008734 -0.014789
1305031101.005900 0.002709 -0.009061 -0.017089
1305031101.015900 0.002783 -0.009036 -0.019510
1305031101.025800 0.002963 -0.009327 -0.022176
1305031101.035800 0.003223 -0.009592 -0.024553
1305031101.045900 0.003284 -0.009848 -0.026945
1305031101.055900 0.003245 -0.010100 -0.029344
1305031101.065900 0.003306 -0.010357 -0.031735
1305031101.075800 0.003482 -0.010414 -0.034213
1305031101.085900 0.003532 -0.010577 -0.036401
1305031101.095900 0.003792 -0.010841 -0.038779
1305031101.105900 0.003841 -0.010927 -0.040905
1305031101.115900 0.004006 -0.010969 -0.043242
1305031101.125900 0.004256 -0.011140 -0.045416
1305031101.135900 0.004271 -0.011397 -0.047169
1305031101.145900 0.004639 -0.011603 -0.049617
1305031101.155800 0.004570 -0.011732 -0.051533
1305031101.165900 0.004737 -0.011851 -0.053932
1305031101.175900 0.004955 -0.012273 -0.055796
1305031101.185800 0.004986 -0.012405 -0.057705
1305031101.195800 0.005326 -0.012565 -0.059732
1305031101.205900 0.005736 -0.013134 -0.061567
1305031101.215800 0.005860 -0.013411 -0.063453
1305031101.225800 0.006190 -0.013556 -0.065340
1305031101.235900 0.006450 -0.013820 -0.067717
1305031101.245900 0.006781 -0.013964 -0.069604
1305031101.255900 0.007005 -0.014245 -0.071483
1305031101.265900 0.007428 -0.014534 -0.073348
1305031101.275900 0.007794 -0.014661 -0.075733
1305031101.285900 0.008002 -0.015067 -0.077457
1305031101.295900 0.008340 -0.015601 -0.079658
1305031101.305900 0.008881 -0.015924 -0.081796
1305031101.315800 0.009200 -0.016427 -0.083716
1305031101.325800 0.009735 -0.016891 -0.085839
1305031101.335900 0.010171 -0.017351 -0.087969
1305031101.345900 0.010598 -0.017873 -0.090022
1305031101.355900 0.011042 -0.018270 -0.092230
1305031101.365900 0.011658 -0.018707 -0.094066
1305031101.375800 0.012077 -0.019292 -0.096041
1305031101.385800 0.012819 -0.019623 -0.098165
1305031101.395900 0.013134 -0.019971 -0.099960
1305031101.405900 0.013968 -0.020446 -0.102061
1305031101.415900 0.014474 -0.020786 -0.103701
1305031101.425900 0.014944 -0.021672 -0.105141
1305031101.435800 0.015483 -0.021840 -0.107154
1305031101.445900 0.016125 -0.022766 -0.108222
1305031101.455800 0.016388 -0.023255 -0.109362
1305031101.465900 0.017023 -0.023723 -0.111479
1305031101.475800 0.017296 -0.024227 -0.112760
1305031101.485800 0.017976 -0.024763 -0.114153
1305031101.495800 0.018365 -0.025146 -0.115582
1305031101.505800 0.018928 -0.025725 -0.116764
1305031101.515900 0.019399 -0.026159 -0.117968
1305031101.525800 0.020283 -0.026337 -0.120598
1305031101.536000 0.020748 -0.026990 -0.121850
1305031101.545900 0.021212 -0.027565 -0.123039
1305031101.555900 0.021872 -0.027991 -0.124089
1305031101.565900 0.022336 -0.028566 -0.125278
1305031101.575900 0.022897 -0.028989 -0.126334
1305031101.585800 0.023433 -0.029522 -0.127096
1305031101.595800 0.024158 -0.030048 -0.127702
1305031101.605900 0.024600 -0.030436 -0.128486
1305031101.615800 0.025018 -0.031012 -0.129036
1305031101.625800 0.025449 -0.031307 -0.129617
1305031101.635900 0.025741 -0.031912 -0.129816
1305031101.645900 0.026454 -0.032266 -0.130157
1305031101.655900 0.026749 -0.032574 -0.130246
1305031101.665800 0.027141 -0.032730 -0.130203
1305031101.675900 0.027413 -0.032774 -0.129823
1305031101.685800 0.027668 -0.032865 -0.129226
1305031101.695900 0.028045 -0.032694 -0.128791
1305031101.705900 0.028321 -0.032441 -0.128301
1305031101.715800 0.028455 -0.032420 -0.127368
1305031101.725900 0.028695 -0.032184 -0.126379
1305031101.735900 0.028843 -0.031882 -0.125476
1305031101.745900 0.028919 -0.031690 -0.123638
1305031101.755900 0.029024 -0.031545 -0.122221
1305031101.765900 0.028933 -0.031096 -0.120708
1305031101.775800 0.028950 -0.030588 -0.119265
1305031101.785800 0.028948 -0.030049 -0.117542
1305031101.795900 0.028948 -0.029588 -0.115881
1305031101.805900 0.028844 -0.029489 -0.112976
1305031101.815900 0.028492 -0.029158 -0.110683
1305031101.825900 0.028088 -0.028448 -0.108863
1305031101.835900 0.027645 -0.028051 -0.106655
1305031101.845800 0.027235 -0.027029 -0.104584
1305031101.855800 0.026982 -0.026172 -0.101986
1305031101.865800 0.026505 -0.025418 -0.099106
1305031101.875800 0.026141 -0.024464 -0.096312
1305031101.885800 0.025896 -0.023544 -0.093791
1305031101.895900 0.025409 -0.022774 -0.090771
1305031101.905800 0.024940 -0.021957 -0.087969
1305031101.915800 0.024239 -0.021382 -0.084871
1305031101.926000 0.023853 -0.020694 -0.081906
1305031101.935900 0.023259 -0.020061 -0.078879
1305031101.945900 0.022679 -0.019146 -0.075881
1305031101.955800 0.021974 -0.018338 -0.072595
1305031101.965900 0.021488 -0.017646 -0.069638
1305031101.975800 0.020775 -0.016900 -0.066274
1305031101.985900 0.020188 -0.016126 -0.063261
1305031101.995800 0.019748 -0.015502 -0.059581
1305031102.006000 0.019061 -0.014724 -0.056575
1305031102.015900 0.018541 -0.014126 -0.053182
1305031102.025900 0.017878 -0.013682 -0.049283
1305031102.035800 0.017225 -0.013331 -0.045587
1305031102.045800 0.016725 -0.012842 -0.042537
1305031102.055900 0.016160 -0.012254 -0.039930
1305031102.065800 0.015487 -0.011794 -0.035891
1305031102.076000 0.014650 -0.011232 -0.032302
1305031102.085900 0.014136 -0.010494 -0.028924
1305031102.096000 0.013770 -0.009915 -0.026302
1305031102.105800 0.013243 -0.009458 -0.022895
1305031102.115900 0.012344 -0.009022 -0.018511
1305031102.126000 0.012041 -0.008385 -0.015322
1305031102.135800 0.011313 -0.007842 -0.011866
1305031102.145800 0.010852 -0.007561 -0.008078
1305031102.155800 0.010225 -0.007100 -0.004677
1305031102.165800 0.009851 -0.006583 -0.001979
1305031102.175800 0.009076 -0.005964 0.002179
1305031102.185800 0.008519 -0.005383 0.006070
1305031102.195800 0.008072 -0.004899 0.009766
1305031102.205800 0.007552 -0.004302 0.013159
1305031102.215900 0.007103 -0.003662 0.016980
1305031102.225800 0.006680 -0.002990 0.020442
1305031102.235900 0.006224 -0.002491 0.024278
1305031102.245800 0.006004 -0.001983 0.027630
1305031102.255800 0.005865 -0.001449 0.031269
1305031102.265800 0.005658 -0.000660 0.034591
1305031102.275800 0.005525 0.000015 0.038215
1305031102.285900 0.005252 0.000381 0.042221
1305031102.295900 0.005156 0.001073 0.045347
1305031102.305800 0.004800 0.001569 0.049189
1305031102.315800 0.004819 0.002382 0.052167
1305031102.325800 0.004581 0.002842 0.055737
1305031102.335800 0.004461 0.003346 0.059096
1305031102.345800 0.004206 0.003760 0.062883
1305031102.355900 0.003984 0.004346 0.066297
1305031102.365900 0.003762 0.004931 0.069712
1305031102.375800 0.003443 0.005443 0.073056
1305031102.385800 0.003427 0.006162 0.076470
1305031102.395900 0.003088 0.006704 0.080095
1305031102.405800 0.002883 0.007415 0.083354
1305031102.415900 0.002650 0.008094 0.086971
1305031102.425900 0.002402 0.008648 0.090744
1305031102.435900 0.002153 0.009202 0.094516
1305031102.445800 0.001851 0.009761 0.097643
1305031102.455800 0.001517 0.010522 0.101316
1305031102.465800 0.001277 0.011139 0.105011
1305031102.475800 0.001039 0.011599 0.108580
1305031102.485800 0.000583 0.012098 0.112416
1305031102.496000 0.000246 0.012563 0.115978
1305031102.505800 -0.000094 0.013183 0.119666
1305031102.515900 -0.000326 0.013785 0.123221
1305031102.525900 -0.000661 0.014171 0.126720
1305031102.535800 -0.001206 0.014581 0.130346
1305031102.545900 -0.001421 0.015307 0.133745
1305031102.555800 -0.001874 0.015651 0.137456
1305031102.565800 -0.002109 0.015956 0.140900
1305031102.575900 -0.002429 0.016468 0.144244
1305031102.585800 -0.002549 0.016972 0.147603
1305031102.595900 -0.002861 0.017546 0.150870
1305031102.605900 -0.002923 0.017811 0.154687
1305031102.615900 -0.003359 0.018202 0.158179
1305031102.625800 -0.003455 0.018894 0.161305
1305031102.635800 -0.003930 0.019423 0.165422
1305031102.645800 -0.004163 0.020102 0.169039
1305031102.655800 -0.004512 0.020738 0.172867
1305031102.665800 -0.004532 0.021690 0.176469
1305031102.675900 -0.004675 0.022381 0.180233
1305031102.685800 -0.005116 0.023083 0.183977
1305031102.695800 -0.005242 0.023899 0.187586
1305031102.705800 -0.005403 0.024620 0.191631
1305031102.715900 -0.005656 0.025407 0.195592
1305031102.725800 -0.005603 0.026324 0.199559
1305031102.735900 -0.005964 0.027053 0.203590
1305031102.745800 -0.006211 0.028058 0.207598
1305031102.755900 -0.006463 0.028768 0.211496
1305031102.765900 -0.006700 0.029681 0.215302
1305031102.775800 -0.006843 0.030449 0.219129
1305031102.785800 -0.006900 0.031385 0.223229
1305031102.795800 -0.007236 0.032302 0.227027
1305031102.805800 -0.007357 0.033336 0.230685
1305031102.815900 -0.007379 0.034366 0.234349
1305031102.825800 -0.007598 0.035326 0.237937
1305031102.835800 -0.007834 0.036161 0.241679
1305031102.845800 -0.008077 0.036933 0.245500
1305031102.855800 -0.008393 0.037741 0.248955
1305031102.865800 -0.008603 0.038686 0.252402
1305031102.875800 -0.008921 0.039572 0.255920
1305031102.885800 -0.009221 0.040505 0.259219
1305031102.895800 -0.009630 0.041458 0.262652
1305031102.905800 -0.009848 0.042340 0.266177
1305031102.915900 -0.010363 0.043156 0.269618
1305031102.925800 -0.010764 0.044171 0.272973
1305031102.935800 -0.011161 0.044952 0.276141
1305031102.945800 -0.011669 0.045831 0.279504
1305031102.955900 -0.012295 0.046744 0.283140
1305031102.965800 -0.012788 0.047825 0.286411
1305031102.975900 -0.013371 0.048896 0.289534
1305031102.985900 -0.013869 0.049759 0.292757
1305031102.995900 -0.014269 0.050696 0.296050
1305031103.005800 -0.014743 0.051747 0.299040
1305031103.015900 -0.015242 0.052688 0.302325
1305031103.025800 -0.015626 0.053750 0.305463
1305031103.035800 -0.015801 0.054790 0.308474
1305031103.045800 -0.016183 0.055774 0.311549
1305031103.055800 -0.016448 0.056802 0.314413
1305031103.065800 -0.016709 0.057596 0.317089
1305031103.075800 -0.016880 0.058402 0.319913
1305031103.085800 -0.017261 0.059308 0.322925
1305031103.095800 -0.017325 0.060251 0.325741
1305031103.105800 -0.017488 0.061119 0.328487
1305031103.115800 -0.017842 0.062057 0.331141
1305031103.125900 -0.017707 0.062992 0.333971
1305031103.135800 -0.017953 0.063989 0.336554
1305031103.145900 -0.018116 0.064857 0.339300
1305031103.155900 -0.018277 0.065647 0.341983
1305031103.166800 -0.018432 0.066578 0.344651
1305031103.175800 -0.018485 0.067427 0.347264
1305031103.185800 -0.018642 0.068436 0.349995
1305031103.195900 -0.018679 0.069410 0.352453
1305031103.205800 -0.018718 0.070462 0.354973
1305031103.215800 -0.018664 0.071369 0.357515
1305031103.225800 -0.018584 0.072387 0.359762
1305031103.235800 -0.018518 0.073123 0.362039
1305031103.245800 -0.018544 0.074004 0.364294
1305031103.255800 -0.018559 0.074714 0.366282
1305031103.265800 -0.018556 0.075471 0.368054
1305031103.275800 -0.018548 0.075994 0.369637
1305031103.285800 -0.018631 0.076506 0.371072
1305031103.295800 -0.018602 0.076843 0.372249
1305031103.305800 -0.018745 0.077220 0.373054
1305031103.315800 -0.018711 0.077323 0.374043
1305031103.325800 -0.018542 0.077439 0.374541
1305031103.335800 -0.018377 0.077337 0.374991
1305031103.345900 -0.018107 0.077371 0.375433
1305031103.355800 -0.017734 0.077246 0.375757
1305031103.365800 -0.017547 0.076957 0.375801
1305031103.375900 -0.017253 0.076727 0.375775
1305031103.385800 -0.017139 0.076396 0.375391
1305031103.395800 -0.017106 0.076116 0.374782
1305031103.405900 -0.016969 0.075599 0.373992
1305031103.415800 -0.016947 0.074883 0.373288
1305031103.425800 -0.016875 0.074464 0.372055
1305031103.435900 -0.017036 0.073881 0.371181
1305031103.445800 -0.017042 0.073279 0.369535
1305031103.455800 -0.017082 0.072506 0.368263
1305031103.465800 -0.017293 0.071772 0.366618
1305031103.475900 -0.017295 0.070937 0.364784
1305031103.485800 -0.017386 0.070013 0.362740
1305031103.495900 -0.017285 0.069018 0.360788
1305031103.505800 -0.017356 0.068063 0.358463
1305031103.516000 -0.017317 0.067011 0.355943
1305031103.525800 -0.017302 0.065771 0.353656
1305031103.535800 -0.017272 0.064657 0.351213
1305031103.545800 -0.016921 0.063422 0.348448
1305031103.555800 -0.016987 0.062155 0.345873
1305031103.565800 -0.016827 0.060913 0.342954
1305031103.575900 -0.016684 0.059623 0.340253
1305031103.585800 -0.016599 0.058573 0.337094
1305031103.595800 -0.016444 0.057112 0.334127
1305031103.605800 -0.016266 0.055917 0.330990
1305031103.615900 -0.016210 0.054460 0.328016
1305031103.626000 -0.016030 0.053109 0.324754
1305031103.635800 -0.015858 0.051774 0.321632
1305031103.645800 -0.015684 0.050282 0.318384
1305031103.655800 -0.015709 0.048799 0.315123
1305031103.665800 -0.015410 0.047414 0.311587
1305031103.675800 -0.015119 0.045966 0.308129
1305031103.685800 -0.014826 0.044440 0.304608
1305031103.695900 -0.014544 0.043007 0.301290
1305031103.705800 -0.014019 0.041646 0.297411
1305031103.715800 -0.013737 0.040213 0.294093
1305031103.725800 -0.013218 0.038712 0.290228
1305031103.735800 -0.013104 0.037085 0.286350
1305031103.745800 -0.012683 0.035509 0.282416
1305031103.755800 -0.012473 0.034035 0.278670
1305031103.765800 -0.012046 0.032599 0.274720
1305031103.775800 -0.011735 0.031121 0.270982
1305031103.785800 -0.011499 0.029756 0.266940
1305031103.795900 -0.010964 0.028379 0.262921
1305031103.805800 -0.010738 0.027030 0.259020
1305031103.815900 -0.010396 0.025802 0.254971
1305031103.825800 -0.010171 0.024530 0.251132
1305031103.835800 -0.010156 0.023359 0.247483
1305031103.845800 -0.009806 0.022194 0.243356
1305031103.855800 -0.009657 0.021192 0.239341
1305031103.865800 -0.009721 0.019839 0.235278
1305031103.875800 -0.009361 0.018658 0.231011
1305031103.885800 -0.009198 0.017329 0.226605
1305031103.895800 -0.008838 0.016148 0.222338
1305031103.905800 -0.008792 0.014775 0.218142
1305031103.915800 -0.008629 0.013446 0.213736
1305031103.925800 -0.008457 0.012180 0.209252
1305031103.935800 -0.008099 0.011077 0.205047
1305031103.945800 -0.008038 0.009908 0.200759
1305031103.955800 -0.007677 0.008649 0.196430
1305031103.965800 -0.007490 0.007508 0.191790
1305031103.975800 -0.007008 0.006059 0.187062
1305031103.985800 -0.006630 0.004925 0.182577
1305031103.995900 -0.006151 0.003631 0.177974
1305031104.005800 -0.005787 0.002217 0.173520
1305031104.015800 -0.005351 0.000844 0.169493
1305031104.025800 -0.004679 -0.000598 0.164919
1305031104.035800 -0.004228 -0.001845 0.160737
1305031104.045800 -0.003683 -0.003237 0.156577
1305031104.055800 -0.003233 -0.004406 0.152457
1305031104.065800 -0.002666 -0.005533 0.148127
1305031104.075900 -0.002009 -0.006647 0.143944
1305031104.085800 -0.001466 -0.007961 0.139847
1305031104.095800 -0.000924 -0.009197 0.135812
1305031104.105800 -0.000185 -0.010363 0.131854
1305031104.115800 0.000373 -0.011474 0.127665
1305031104.125800 0.001030 -0.012589 0.123482
1305031104.135900 0.001247 -0.013923 0.119721
1305031104.145800 0.001885 -0.015008 0.115819
1305031104.155800 0.002234 -0.016095 0.111755
1305031104.165800 0.002773 -0.017176 0.107846
1305031104.175800 0.003120 -0.018185 0.103845
1305031104.185800 0.003601 -0.019027 0.099477
1305031104.195800 0.003812 -0.020049 0.095968
1305031104.205800 0.004151 -0.021122 0.092044
1305031104.215900 0.004613 -0.021933 0.087957
1305031104.225800 0.004941 -0.022912 0.084237
1305031104.235900 0.005188 -0.023840 0.080291
1305031104.245800 0.005200 -0.024855 0.076767
1305031104.255800 0.005435 -0.025689 0.073024
1305031104.265800 0.005769 -0.026450 0.069351
1305031104.275900 0.005885 -0.027251 0.065882
1305031104.285900 0.006110 -0.027992 0.062342
1305031104.295900 0.006227 -0.028793 0.058873
1305031104.305800 0.006458 -0.029394 0.055319
1305031104.315800 0.006573 -0.030116 0.051912
1305031104.325800 0.006678 -0.030745 0.048708
1305031104.335800 0.006806 -0.031187 0.045272
1305031104.346000 0.006895 -0.031941 0.042224
1305031104.355800 0.006864 -0.032661 0.039449
1305031104.365800 0.007082 -0.033013 0.036222
1305031104.375800 0.007177 -0.033627 0.033159
1305031104.385800 0.007057 -0.033906 0.030472
1305031104.396400 0.007053 -0.034516 0.027402
1305031104.405800 0.006935 -0.034874 0.024653
1305031104.415800 0.006878 -0.035104 0.021109
1305031104.425800 0.006785 -0.035873 0.019191
1305031104.435800 0.006701 -0.035536 0.014942
1305031104.445800 0.006459 -0.036077 0.012419
